,0
576,"

강자성
비파괴 검사 용어사전

자계에 의해 강하게 자화할 뿐 아니라 자계를 제거한 후에도 남아있는 성질. 철, 니켈, 코발트 및 그 합금 등 페라이트(ferrite)라고 불리는 산화물들이 강자성을 지닌 물질이다.
외국어 표기 Ferromagnetism(영어), 强磁性(한자)
사용분야 Magnetic Particle Testing - 자분탐상시험

"
577,"증기를 열원으로 하는 난방 방식. 라디에이터 · 컨벡터 등의 방열기가 사용된다. 온수 난방에 비해 방열 면적 · 배관 구경이 작고, 예열 시간이 짧다. 증기 온도 · 유량을 보일러실에서 제어하기가 어렵다."
578,"

선홈통
건축용어사전

지붕의 빗물을 배수하기 위해 연직 방향으로 설치하는 홈통.
동의어 하관(下管, down spout)
참조어 홈통 물받이(-桶-, hung gutter)

"
579,"

수하 특성
전자용어사전

① 두 양 사이의 관계를 부여하는 특성 곡선에서, 가로축 양의 증가와 더불어 세로축 양의 값이 감소하는 성질.② 시간과 더불어 특성값이 서서히 저하하는 특성. 펄스 파형에서 그 정상부가 파미(波尾) 방향으로 수하성을 나타내는 일그러짐을 droop이라 했었으나 현재는 tilt라고 한다.
외국어 표기 drooping characteristic(영어), 垂下特性(한자)
참조어 regulation, 틸트(tilt)

"
580,"부재의 재축(材軸) 방향으로 작용하는 외력. 기호 N, 단위 ㎏, t. 서로 흡인하는 인장력과 서로 압축하는 압축력이 있다. 인장력을 양(+), 압축력을 음(-) 으로 구별한다."
581,콘크리트 표층하에 존재하는 팽창성 물질이나 연석(軟石)이 시멘트나 물과의 반응 및 기상 작용에 의해 팽창하여 콘크리트 표면을 파괴해서 생긴 크레이터 모양으로 움푹 패인 것.
582,"

열간 가공
도금기술 용어사전

금속의 재결정온도 이상에서의 가공을 말한다. 너무 높은 고온에서는 결정입이 조대화되고 표면 산화가 너무 지나치게 일어나 일부 융해되는 경우도 있기 때문에 적당한 온도 범위에서 행한다. 가공경화가 일어나도 곧바로 어닐링되어 연화되기 때문에 가공도, 가공속도를 크게 할 수 있으며 또 재료조직을 변화시켜 성질 개선도 가능하다.
외국어 표기 Hot Working, Warm Processing(영어)
동의어 고온 가공

"
583,"

콜로네이드
미술대사전(용어편)

서양의 건축용어. 열주(列柱), 열주랑(列柱廊)이라고도 한다. 엔타블라처를 지탱하기 위해 일정한 간격을 두고 세워진 수많은 기둥, 또는 이것으로 만들어진 길다란 복도.(⇒아케이드)
외국어 표기 colonnade(영어), colonnade(프랑스어), Kolonnade(독일어)
동의어 열주(列柱), 열주랑(列柱廊)

"
584,"

호기성균
간호학대사전

산소가 존재하지 않는 곳에서는 증식할 수 없는 균을 호기성균이라고 한다. 엄밀한 의미에서의 호기성균은 적고 대부분 통성혐기성균(通性嫌氣性菌)이다. 결핵균은 대표적인 호기성균이다.
외국어 표기 aerobic bacterium(영어), aerobe(영어), 好氣性菌(한자)
참조어 편성호기성균

"
585,"그림 (a)와 같은 정지 상태에 있는 물체에 (b), (c)와 같이 정적 또는 동적으로 힘 P를 가하여 변형을 일으킨 다음 갑자기 이 힘을 제거하면 물체는 그 자신이 고유의 주기를 가지고 진동한다. 이것을 자유 진동이라 한다."
586,"

색상
자연지리학사전

토색의 3속성 중 하나로 명도(明度), 채도(彩度)와 더불어 토양의 모든 특징을 종합적으로 나타낸다. 토색은 주로 먼셀(Munsell) 코드기호에 의해 나타나는데, 토양의 색상은 빛깔을 나타내는 문자나 그 문자의 첫 자로 표시하고 스케일을 숫자로 표시하여 빛깔을 적색과 황색 또는 청색 및 자주색에 대한 관계로 나타낸다.
외국어 표기 色相(한자), hue(영어)

"
587,"

동선
건축용어사전

건축 · 도시 공간에 있어서의 사람이나 물건의 움직임의 양, 방향, 연관 등을 나타내는 선.
외국어 표기 circulation(영어), 動線(한자)
동의어 traffic line
참조어 동선 계획(動線計劃, circulation planning)

"
588,"공업적인 방법을 널리 도입하여 생산되는 주택. 부품의 공장 생산과 현장에서의 공업적인 조립 생산의 양쪽을 포함한 개념이며, 조립식 주택, 양산 주택과 같은 뜻으로 쓰이는 경우도 많다."
589,"철근 콘크리트제의 우물통을 침설(沈設)하여 기초(지정)로 하는 공법. 우물통 내의 흙을 클램 셸(clam shell)로 파내고, 우물통은 순차 이어서 침설한다."
590,"

급기
기계공학용어사전

기관에 새 혼합기(混合氣)를 공급하는 것, 또는 공급된 새 혼합기로서 보통 2사이클 기관 또는 과급 기간(過給機關)에서 쓰는 말.
외국어 표기 new charge(영어), 給氣(한자)
동의어 charging

"
591,"

파사드
세계미술용어사전

거리 또는 트인 공간 쪽을 향해 있는 건물의 주된 정문으로 주 현관을 포함하고 있다. 흔히 조각으로 장식되는 건물의 익랑 끝과 서쪽 끝의 외부면을 가리킨다. 건물의 정면, 건축 요소들과 벽면 위의 그 조직을 기술하는 데 사용되는 용어이다.
외국어 표기 façade(프랑스어)

"
592,"

감도
기계공학용어사전

어떤 일정한 지시량의 변화를 주는 측정 대상이 되는 양의 변화를 말한다. 예를 들면, 검류계(檢流計)의 경우 스케일 위에서의 광점(光點)이 1mm의 변위를 가져오게 하는 전류의 값이 변화를 말한다. 이 값이 작을수록 감도가 좋고 하나의 표현은 측정기가 검지(検知)할 수 있는 최소의 양 또는 최소의 변화(變化)량을 말한다.
외국어 표기 sensitiveness(영어), 感度(한자)
동의어 sensibility

"
593,"

스토크스의 법칙
자연지리학사전

벡터 ν에 관한 다음의 적분정리를 말한다. 즉 ∫x(∇×ν)dϭ=∫Lν · dl식에서, Σ : L로 에워싸인 면, dϭ : Σ 안의 면소(面素) 벡터, L : 폐곡선, dl : L에 따른 선소(線素) 벡터, dϭ 는 면에 수직이며, dl의 방향으로 오른쪽 나사를 돌렸을 때 나사가 진행하는 방향을 정(正)으로 한다.
외국어 표기 -法則(한자), Storke's law(영어), Storke's theorem(영어)
참조어 스토크스의 정리

"
594,"

고정비
매일경제

불변비라고도 한다. 생산하는 수량의 증감에 관계 없이 항상 필요한 일정 비용이다. 인건비, 감가상각비, 금융비용, 제경비 등으로 구성된다. 물론 정액이라고는 하지만 물가의 변동으로 바뀌는 수가 있으므로 정액에 가까운 비목을 고정비로 하는 경우도 있다.
동의어 불변비
참조어 변동비

"
595,위생 설비와 공기 조화 설비 및 이에 준하는 건축 설비의 총칭.
596,"

러프 스케치
인테리어 용어사전

개략적인 스케치라는 뜻으로 구성, 조형 등에 있어 개개의 아이디어를 비교 검토하는 것을 목적으로 하며 일반적으로 아이디어 스케치라고 한다. 선 그리기, 간단한 음영, 재질표현을 같이 사용하여 스크래치스케치보다 구체적인 아이디어의 개략이 표시된다.
외국어 표기 rough sketch(영어)

"
597,"① 근대 이후의 도시 주택에 있어서의 평면 형식의 하나. 중앙에 복도를 두고, 그 남쪽에 거실, 북쪽에 주방 · 욕실 등을 배치한 형식.② 복도 양쪽에 주거나 방을 배치하는 평면형."
598,"

폴리머 시멘트 콘크리트
건축용어사전

결합재로 시멘트와 폴리머를 사용한 콘크리트. 보통, 폴리머 시멘트비 5% 이상인 것을 말한다.
외국어 표기 polymer cement concrete(영어)
동의어 폴리머 시메트 콘크리트(polymer modified concrete)

"
599,"

각주파수
전기용어사전

주기 현상에 있어서 그 주파수를 f[㎐]로 하였을 때 ω=2πf[rad/s]를 각주파수라고 한다. 이것은 단위 시간당의 위상각의 변화를 뜻한다. 정현파 교류의 경우는 x=Acos(ωt+φ)의 ω가 각주파수이다. 회전운동의 각속도와 비슷하지만 회전운동에서는 각주파수라고는 하지 않는다.
외국어 표기 angular frequency(영어), 角周波數(한자)

"
600,"압력 탱크에 의해 급수하는 방식. 소규모 주택의 급수 방식으로, 급수압이 일정하지 않으며, 공기의 보급이 필요하다."
601,"

내민보
토목용어사전

단순보의 한쪽 끝 또는 양끝 지지점으로부터 바깥쪽으로 튀어나와 있는 보.
외국어 표기 overhanging beam(영어)

"
602,"

가스 홀더
토목용어사전

프로판, 부탄, 수소, 헬륨, 기타의 공업용 가스를 기체의 상태로 저장하는 용기 구조물. 저장하는 기체의 압력 상태에 따라 고압 가스 홀더와 저압 가스 홀도가 있다.
외국어 표기 gas holder(영어)

"
603,18세기 중반부터 19세기 중반에 걸쳐서 바로크 건축이나 로코코 건축의 전아한 취미에 반발하여 일어난 고전 고대의 재인식을 기반으로 하는 건축.
604,엘리베이터 샤프트 최하부에 두어진 완충용 공간. 엘리베이터 케이지가 만일 낙하한 경우를 위해 필요한 완충기가 설치되어 있다.
605,"

인프라스트럭처
매일경제

사회적 생산기반. 경제활동의 기반을 형성하는 기초적인 시설을 말한다. 도로, 하천, 항만, 농업기반, 공항과 같이 경제활동에 밀접한 사회자본을 가리키는데 최근에는 학교나 병원, 공원과 같은 사회복지, 생활환경시설 등의 사회자본도 포함하고 있다. 흔히 인프라라고 표기하기도 한다.
동의어 사회적 생산기반

"
606,기기의 사용 시간과 고장률과의 관계를 나타내는 그림. 양식욕조의 모양을 하고 있기 때문에 이렇게 부른다.
607,"

최적 함수비
해양과학용어사전

흙의 다짐 곡선에서 최대 건조 밀도에 해당되는 함수비.
외국어 표기 optimum moisture content(영어), 最適含水比(한자)
동의어 optimum water content

"
608,"

테라스
인테리어 용어사전

거실은 접객의 공간을 겸하는 일이나 이것을 응접실로써 독립시키는 경우도 있으며, 거실은 옥외로도 확대되어 테라스ㆍ발코니 등이 거실과 연결되어 만들어진다. 거처실 등의 외부에 지대를 일단 높게 만들고 위에 지붕 등을 꾸민 것(露台). 땅바닥에 돌이나 콘크리트를 쳐서 비가 온 후라도 곧 쓰일 수 있는 옥내와 옥외를 연결시키는 일종의 완충적인 옥외 스페이스임.
외국어 표기 terrace(영어)

"
609,"

소성도
건축용어사전

가로축을 액성 한계, 세로축을 소성 지수로 나타내는 그림. 압축성, 투수성 등 흙의 상태를 분류하는 데 사용한다. 주로 점성토가 대상이다.
외국어 표기 plasticity chart(영어), 塑性圖(한자)

"
610,"

도어 클로저
건축용어사전

열린 문을 자동적으로 닫는 장치. 금속 스프링과 오일 댐퍼의 조합으로 구성되며 문 위쪽에 설치하는 도어 체크가 일반적이다.
외국어 표기 door closer(영어)
참조어 도어 체크(door check)

"
611,"

세컨드하우스
매일경제

말 그대로 두 번째 집을 뜻한다. 주말이나 휴가기간에 오붓한 시간을 즐길 수 있는 레저용 주택이나 원거리 출퇴근자나 주말부부 등을 위한 한시적인 주택, 전·월세 등 임대를 목적으로 사놓은 수익형 주택 등이 모두 ‘세컨드 하우스’에 포함된다.

"
612,"

세라믹스
금속용어사전

열처리 공정을 거쳐 얻어지는 비금속무기재료. 유기 및 금속과 더불어 3대 재료로 불리운다. 도자기, 유리, 시멘트 등은 옛부터의 세라믹스로, 오늘날 공업 부문에서 중요한 위치를 차지하고 있다. 최근에는 세라믹스의 특징인 내열성, 고강도, 내식성 등의 이점을 적극적으로 활용한 뉴세라믹스(파인세라믹스)가 등장하여, 주목을 받고 있다.
외국어 표기 ceramics(영어)

"
613,"

기초 공사
건축용어사전

기초를 축조하는 공사로, 말뚝박기 공사, 널말뚝 공사(시트 파일 공사), 우물통 기초, 케이슨, 특수 기초 등이 있다.
외국어 표기 foundation work(영어), 基礎工事(한자)

"
614,"

밀 스케일
금속용어사전

800℃이상으로 가열, 가공하였을 때, 강의 표면에 생성되는 산화물 피막. 색조는 흑색 또는 흑갈색이고, 피막은 다공성, 균열 등이 있고 또, 밀착성이 약하기 때문에, 방식 효과는 없다. roll scale 이라고도 한다.
외국어 표기 mill scale(영어)
동의어 롤 스케일

"
615,"일반적으로는 지반면으로부터의 최고 높이를 말하며, 옥상 패러핏 상단까지를 말한다."
616,"

대역 필터
비파괴 검사 용어사전

특정 2종류의 주파수 사이에 있는 주파수 범위의 신호만을 통과시키는 필터. 와류탐상시험에서 주파수 해석을 할 때 사용된다.
외국어 표기 Band Pass Filter(영어), 帶域-(한자)
사용분야 Eddy Current Testing - 와류탐상시험
참조어 필터

"
617,"

클린벤치
화학용어사전

작업대 위의 작업공간을 국부적으로 완전 무균, 무진상태로 하여 청정한 공기의 흐름으로 작업이 이루어질 수 있도록 한 장치. 기류방식에 따라 수평형, 수직형, 순환형이 있다. 필터로는 특수한 고성능 필터, 나일론 부직포제 필터가 사용된다. 미생물, 동물 및 식물조직 등을 다룬다.
외국어 표기 clean work station(영어)

"
618,"

건축 후퇴
건축용어사전

도로 경계선이나 대지 경계선에서 일정 거리를 떨어진 구역의 안쪽에 건축을 규제하는 것.
참조어 건축선(建築線, building line)

"
619,"

비닐 페인트
건축용어사전

비닐 수지를 사용한 도료. 용제형(溶劑形)의 도료로서는 염화 비닐 수지와 초산 비닐의 공중합체 및 초산 비닐과 아크릴 수지의 공중합체를 사용한 것이 있고, 에멀션형의 도료로서는 유화 중합에 의해 만들어진 것이 있다. 내산 · 내 알칼리성이 풍부하고, 목재면은 물론 콘크리트나 모르타르면 등 모든 재료의 도장에 쓰인다.
외국어 표기 vinyl paint(영어)
약어 VP(vinyl paint)
동의어 비닐 도료(-塗料), 비닐 수지 도료(-樹脂塗料)

"
620,"기둥 또는 벽체 하부에 두어지는 주경(柱徑) 또는 벽 두께보다 큰 판돌로, 계단 모양으로 여러단 겹쳐지는 경우가 있다. 높이가 1m 정도에 이르는 것은 페디스털이라 한다."
621,"

일체식 구조
건축용어사전

기초에서 지붕에 이르기까지의 건물 전체의 주체 구조를 한 몸으로서 구성하는 구조. 철근 콘크리트 구조, 철골 철근 콘크리트 구조와 같이 거푸집을 만들고, 여기에 콘크리트를 흘려 넣어서 만든 구조를 말한다.
외국어 표기 monolithic construction(영어), 一體式構造(한자)
동의어 monolithic structure

"
622,"건축 공사에서의 설계와 감리에 요하는 비용, 혹은 설계 감리 계약에서의 업무 위탁비."
623,"울타리, 난간, 징두리널 등의 위쪽 횡목."
624,"석기질 타일의 일종으로, 소성시에 식염을 칠하고, 그 표면에 갈색을 한 규산 나트륨의 유리질 피막을 형성한 것. 내구성이 풍부하고 주로 바닥용으로 사용한다."
625,"

휨강도
농업용어사전: 농촌진흥청

구부림에 의한 재료의 파단발생시 굽침모멘트의 단면계수를 말함. 재부굽힘응력분포는 직선적으로 비례한다고 가정하고 있기 때문에 인장에 의한 강도보다 크게 되는 것이 보통임. 휨방향으로 작용하는 응력에 대한 저항성.
외국어 표기 bending strength(영어), 强度(한자), まげきょうど(일본어)

"
626,"주택지에서 어느 구역 내의 주택 호수를 그 구역 내의 토지 면적으로 나눈 수치. 단위는 보통, 호/㏊로 나타낸다. 주택지의 토지 이용도를 나타내는 지표가 되며, 또 여기에 1호당 평균 거주 인원을 곱하면 인구 밀도가 구해진다."
627,"

가우징
산업안전대사전

가스용단의 원리를 이용해서 용접부의 깊은 홈을 파는 방법으로 불완전 용접부의 제거, 용접부의 밑면 파내기 등에 이용되며, 가스 가우징은 가스절단과 비슷한 토치를 사용해서 강재의 표면에 둥근 흠을 파내는 방법이며, 예열 불꽃, 용단산소 모두 용단작업에 비해서 많은 양이 흐르게 되어 있어서 작업간에 위험성이 잠재되어 있어 주의가 필요하다.
외국어 표기 gas gouging(영어)

"
628,"

다세대주택
사회복지학사전

한 건물 내에 여러 가구가 살 수 있도록 건축되어진 주택으로서 건물의 연건평이 200평 이하이면서 건축 당시 다세대주택으로 허가 받은 주택. 주택별로 각각 분리하여 등기가 가능하며 매매 또는 소유의 한 단위를 이루고 있는 점에서 다가구주택과 다르다.
외국어 표기 apartment unit in a private house(영어)

"
629,1시간당 환기량을 방 용적으로 나눈 값.
630,"

파이핑
토목용어사전

물이 땅속을 흐르면 땅속의 약한 부분으로 물의흐름이 모이고, 마침내 부근의 지반을 세굴(洗掘)한 것과 같은 상태가 된다. 이와 같이 물의 통로를 만들고 그곳으로부터내부의 흙이 세굴되어 파이프 모양으로 구멍이 뚫리면 그 구멍에 따라서 흐름이 강해져 점점 구멍을 크게 만들어 가는데 이것을 파이핑이라 한다.
외국어 표기 Piping(영어)
동의어 배관(配管, pipe arrangement)

"
631,"구조 부재의 접합법의 일종. 막구조에 널리 쓰인다. 예를 들면 막재의 접합부를 고주파, 고온 기류 혹은 전열판 등으로 용융하여 압착한다."
632,도료나 용융 금속(아연 · 주석 등) · 타르 등의 액 속에 넣어서 표면 피막을 만드는 것.
633,"냉동기 또는 열펌프에서 냉각 응축기의 토출 열량을 Q1, 증발기의 흡수 열량(저온 물체에서 제거한 냉동 열량)을 Q2, 압축기에 가해진 열량(일에 상당하는 열량)을 Q3으로 하면 냉동 열량 Q2 = Q1 - Q3, 열 펌프 열량 Q1 = Q2 + Q3으로, 카르노의 이상 사이클에서는 냉방 사이클의 , 난방 사이클의 . 따라서 응축기 출구에서의 액화 냉매의 엔털피를 i1, 팽창 밸브로 보내진 온도에서의 액체 냉매의 엔털피를 i2, 증발기를 떠난 증기가 갖는 엔털피를 i3, 응축기 입구에서의 증기의 엔털피(즉 압축기에서 토출된 증기의 엔털피)를 i4로 하고, 기계의 효율 (e = 0.6~0.8)을 생각하면 실제의 COP는 냉동 사이클의 , 열 펌프 사이클의 ."
634,"주택, 사무소 등 건축물의 용도에 따른 분류."
635,바닥면에서 천장 밑면까지의 높이. 한 방에서 천장 높이가 다른 부분이 있을 때는 그 평균의 높이를 말한다.
636,벽돌 쌓기의 일종. 같은 단에 마구리면과 긴 면이 교대로 나타나게 쌓는 공법.
637,"가는 유리 섬유. 차열(遮熱), 흡음, 전기 절연, 여과용 등으로 사용한다. 수지 가공한 것도 있다."
638,"

케이슨 기초
해양과학용어사전

우물통 기초. 케이슨을 침강시켜 설치한 기초.
외국어 표기 caisson foundation(영어), ~基礎(한자)

"
639,"가공용 형의 총칭. 금속 재료를 늘려서 관, 선, 막대 등으로 성형할 때의 금형, 단조용 금형, 고무, 플라스틱의 관의 압출 제조에 사용하는 금형. 형강을 기계로 절단할 때, 또는 리벳 구멍을 따낼 때의 부재를 받는 금형 등이 있다."
640,"그 건축물의 기준이 되는 평면형을 갖는 층. 사무용 건축이나 집합 주택 등의 고층 건축에서 동일적인 평면형이 여러 층 겹쳐진 경우의 대표적인 평면형을 갖는 층으로, 규범층이라고도 한다."
641,"

공칭 직경
토목용어사전

이형 봉강에서는 마디나 리브가 있어 지름을 정하기 곤란하기 때문에 단위 길이 중량을 밀도로 나누어그 값을 공칭 단면적으로 하고, 그것에 상당하는 원(圓)단면적의 지름을 공칭 지름이라 한다.
외국어 표기 nominal diameter of deformed bar(영어), 公稱直徑(한자)

"
642,"

평형방정식
농업용어사전: 농촌진흥청

미소시간 △t 동안에 어떤 시스템에 대하여 단위 시간당 유입되는 에너지와 유출되는 에너지의 차이는 시스템 내부에 남아 있는 에너지와 같음.
외국어 표기 equation of equilibrium(영어), 平衡方程式(한자), へいこうほうていしき(일본어)

"
643,"벽돌 쌓기의 한 방법으로, 벽두께가 벽돌 한 장 반이 되는 마구리면과 소단면(小端面)을 교대로 쌓는다."
644,연기의 농도를 나타내는 척도. 감광 계수를 Cs로 하면
645,"폴리스티렌의 발포체를 말한다. 단열재, 흡음재, 쿠션재 등으로 이용된다."
646,"

이론 공기량
환경공학용어사전

단위량의 연료에 포함되어 있는 탄소나 수소, 유황 등의 가연 성분을 완전 연소시킬 때의 화학 변화로부터 구한 이론상 최소한으로 필요한 공기량을 말한다.
외국어 표기 theoretical air(영어), 理論空氣量(한자)

"
647,"

매뉴얼
정보통신용어사전

컴퓨터를 움직이는 절차를 기입한 것, 컴퓨터의 명령을 기입한 것, 프로그램의 실행절차를 기입한 것 등 컴퓨터를 운전 · 조작하는데 필요한 절차 등을 알기 쉽게 설명한 설명서를 총칭하여 매뉴얼이라 한다. 또 다른 의미로서 어떤 동작에서 손을 움직이게 한다고 하는 동작을 말하는 경우도 있다.
외국어 표기 Manual(영어)

"
648,"

융해열
화학용어사전

고체를 계속 가열하게 되면 융해하여 액체가 되는데 이 상변화 시에 소요되는 열량을 이른다. 물질이 융해되어 있는 동안에는 그 계의 온도는 일정하므로 융해열은 잠열이며 응고열의 부호를 바꾼 값과 같다. 얼음은 약 80ca1인데 이것은 많은 물질의 융해열 중에서도 비교적 큰 쪽에 속한다.
외국어 표기 融解熱(한자), heat of fusion(영어)

"
649,"outdoor weather-proof polyvinyl chloride insulated wire의 약. 옥외용 염화 비닐 수지 절연 전선을 말한다. 심선상에 염화 비닐 수지를 주체로 한 콤파운드를 피복한, 주로 가공 전선로에 사용하는 전선."
650,단위 길이 또는 단위 면적당의 하중이 재축(材軸) 방향 또는 어느 일정 방향으로 비례적으로 변화하고 있는 상태의 하중을 말한다. 3각 분포 하중이라고도 한다.
651,"조립식화된 같은 형 주택의 다량 생산이나 초고층 건축 등에서 필요한 생산 관리 기술의 하나. 또 일반 제조업의 생산 공정에서는 불가결한 기술로, 생산 라인의 작업 공정(워크 스테이션)에서의 생산 시간의 균등화를 도모하고, 총 유휴 시간이 최소가 되도록 작업 시간이나 작업 요소의 선행 관계 등의 제약 조건을 전제로 하여 각 작업 공정으로 작업 요소를 할당한다."
652,"형광을 발하는 물질. 형광체라고도 한다. 형광 방전관을 사용하는 것은 무기황화물(예를 들면, AnS, ZnCdS), 산화물(예로서, ZnSiO3, CdSiO3, CaSiO3), 할로겐 화물을 원료로 한다."
653,"

수익자부담
경제학사전

공공재를 생산하는 경우, 그 소요비용을 누가 부담하느냐 하는 문제가 제기된다. 이 때 수익자부담원칙이란 사적인 재화의 소비에서처럼 공공재로부터 이익을 받거나 그것을 집약적으로 이용하는 사람에게 비용을 부담시킨다는 원칙이다. 예를 들면 휘발유세는 도로사용자가 휘발유 사용량에 비례하여 도로건설과 유지를 위한 비용을 부담하는 것이다.
외국어 표기 受益者負擔(한자), benefit principle(영어)

"
654,"

확대가족
사회복지학사전

부부, 자녀 이외에 조부모 또는 형제 등 방계친족이 동거하는 가족이며, 대가족·확장가족 또는 3세대가족이라고도 한다. 우리나라의 가족제도에서는 가장을 중심으로 하는 3세대 확대가족이 점차 감소하고, 핵가족은 증가하고 있다. G. P.머독이 핵가족에 대비하여 사용한 ‘extended family’의 역어로, 대가족보다 개념이 명확하다.
외국어 표기 extended family(영어)

"
655,두 줄의 전선을 써서 단상의 전기를 보내는 방식.
656,"

기본 설계
건축용어사전

실시 설계에 앞서 행하여지는 설계 업무로, 의뢰주의 목적에 따라 건물의 설계 조건을 조직화하고, 그에 대응하는 건축에 필요한 기본을 나타내는 도서를 작성하는 업무. 구조의 기본 설계에는 구조 계획 · 예비 설계 · 개략적 공사비의 산출 및 필요한 조사를 포함한다.
외국어 표기 preliminary design(영어), 基本設計(한자)

"
657,우레탄 고무를 주재로 한 도막 방수.
658,"

양력 계수
건축용어사전

양력의 크기를 나타내는 계수. L/q · S로 정의된다. L：양력(N), q：바람의 동압(Pa), S：수풍(受風) 면적(㎡).
외국어 표기 lift coefficient(영어), 揚力係數(한자)

"
659,"

오토클레이브
산업안전대사전

물질고온, 고압에서 반응시키기 위해 사용되는 내압 용기 또는 고열에 의한 증기 살균기를 말하며, 화학설비로 이용되는 것이며, 밀폐된 용기를 사용해서 소요되는 화학물질을 집어넣어 가열해 증기를 발생시킨다. 또, 그 증기압력상태는 상온에서 화학반응을 하지 않는 물질에 화학 반응시켜서 화학물질을 만드는데 이용된다. 보일러 압력용기 안전규칙의 적용을 받는다.
외국어 표기 autoclave(영어)

"
660,"

양생
자동차 용어사전

(1) 공사 중에 이미 마무리된 부분을 손상, 오염 등에서 보호하는 것을 이른다.(2) 모르타르를 칠한 다음, 콘크리트 타입 후 등에 균열 방지나 강도의 증진을 떨어뜨리지 않게 하기 위해 수분을 잃지 않도록 보호한다든지, 동결을 방지하기 위해 보호하는 것을 말한다.
외국어 표기 養生(한자), curing(영어)

"
661,"보의 측면, 웨브의 부분, 판의 긴쪽 방향의 측면."
662,"지표면에서 건축물의 지붕틀 또는 이를 대신하는 횡가재를 지지하는 벽, 깔도리 또는 기둥 상단까지의 높이. 일반적으로 목조, 벽돌 구조, 석조, 콘크리트 블록 구조 등은 처마높이 9m 이하로 제한되어 있다."
663,"

폭연
광물자원용어사전

폭연은 연료가 탈 때처럼 하나의 분자의 분해열이 인접하여 있는 분자를 가열분해하여 차차로 폭발적 분해를 진행하여 가는 반응으로서, 그 속도는 화약에서 보통 300m/sec내로 되나, 폭굉파의 한계에 대해서 일정한 것은 아니다. 총포속의 화약(발사약)의 분해는 폭연 이지만 이때에 한하여는 보통연소라 한다.
외국어 표기 deflagration(영어), 爆煙(한자)

"
664,"

동관
공조냉동건축설비 용어사전

열과 전기의 양도체로 내식성이 우수하고 가공이 용이하며 마찰저항이 적다는 이점이 있기 때문에 열교환기용관, 냉·난방 기기용관, 압력계관, 급수관, 급탕관, 급유관으로 많이 사용된다. 이음매가 없는 동관과 탈산동관이 일반적으로 사용된다.
외국어 표기 copper pipe(영어)

"
665,"

과열 증기
환경공학용어사전

포화 증기를 정압하에서 가열해 포화 온도보다 온도를 상승시킨 증기를 말한다. 이 증기를 증기 터빈 등에 사용하면, 열효율을 향상 시키고 습분의 감소로 터빈 날개의 부식, 마찰, 파손 등의 장해를 방지할 수가 있다. 과열 증기의 성질은 과열 온도가 높아짐에 따라 이상 기체(보일–샤를의 법칙에 완전하게 따르는 기체)에 가까와진다.
외국어 표기 superheated steam(영어), 過熱蒸氣(한자)

"
666,"

라운지
인테리어 용어사전

건물 내부에 담소용(談笑用)으로 마련한 방. 호텔·클럽 등에서 안락의자 등을 갖춘 휴게실·오락실·사료실·로비(lobby)등. 「스카이 라운지」(sky louge)라면 건물 꼭대기에 있는 라운지를 말함. 또는 축늘어져 쉰다는 뜻의 동사에서 온 말로 오늘날에는 누울 수 있게 속을 넣은 평평한 소파 및 아주 편안한 의자류를 모두 지칭하는 용어이다.
외국어 표기 lounge(영어)

"
667,"피복의 치수. 구조체의 종별, 콘크리트의 종별에 따라 최소 두께가 정해져 있다. 통상 3~5㎝."
668,"콘크리트를 만들 때 물 · 시멘트 · 모래 · 자갈 · 혼합 재료를 정해진 비율로 계량하여 믹서로 보내는 계량 설비. 물은 용적 계량, 기타는 중량 계량이다. 형식으로서 수동식 · 반자동식 · 자동식 · 전자동식이 있다."
669,건축물의 옥외에 설치된 계단.
670,공기 조화 유닛을 여러 대 배열하여 설치하는 경우에 온수 또는 냉수를 공급하는 배관 방식의 반환관의 한 형식. 배관 원근 거리의 차에 의한 유량의 극단적인 치우침을 적게 하는 배관 방식.
671,불연 재료에 준한 방화성능을 갖는 것.
672,"

급결제
건축용어사전

시멘트의 응결을 촉진하기 위하여 가하는 약제(염화 칼슘, 물 유리, 탄산 나트륨, 규소 불산염류 등)를 말한다. 초기 강도를 증대하므로 급경제(急硬劑), 경화 촉진제가 되기도 한다.
외국어 표기 accelerating agent(영어), 急結劑(한자)
동의어 accelerator

"
673,"적설 중량이 구조물에 외력으로서 작용하는 하중. 법규적으로는 다설 구역에서는 장기, 일반 구역에서는 단기의 하중이 된다. 지구마다 지상의 수직 최대 적설 깊이와 눈의 비중에서 표준값이 정해지며, 지붕 물매 · 바람 · 일사 등의 여러 가지 조건을 고려하여 설계 하중이 정해지고 있다."
674,"집합 주택에서의 주택형식의 일종으로, 1주택이 2층 이상에 걸치는 것. 공용 통로 면적의 절약, 엘리베이터 정지층 감소. 2층 부분의 통풍, 프라이버시의 확보 등을 할 수 있다."
675,"천장면을 원형이나 4각형으로 파서 내부에 기구를 매립하는 식으로 설비하여, 천장의 단조로움을 커버한 조명."
676,"수평 방향으로 작용하는 하중의 총칭. 지진력, 풍압력, 토압 등."
677,① 표면 온도 θ1℃(절대 온도 T1)인 물체에서 표면 온도 θ2℃(절대 온도 T2)의 물체로의 복사 전열량을 구할 때의 계수. 이것을 K라 하면
